date,komoditas,price
2022-12-18,telur,31269.117647058825
2022-12-19,beras,12544.117647058823
2022-12-19,gula,15063.235294117647
2022-12-19,minyak,19164.70588235294
2022-12-19,telur,31236.764705882353
2022-12-20,beras,12539.70588235294
2022-12-20,gula,15061.764705882353
2022-12-20,minyak,19176.470588235294
2022-12-20,telur,31239.70588235294
2022-12-21,beras,12567.64705882353
2022-12-21,gula,15060.29411764706
2022-12-21,minyak,19198.529411764706
2022-12-21,telur,31211.764705882353
2022-12-22,beras,12569.117647058823
2022-12-22,gula,15070.588235294117
2022-12-22,minyak,19205.882352941175
2022-12-22,telur,31150.0
2022-12-23,beras,12579.411764705883
2022-12-23,gula,15064.70588235294
2022-12-23,minyak,19227.941176470587
2022-12-23,telur,31173.529411764706
2022-12-26,beras,12604.411764705883
2022-12-26,gula,15066.176470588236
2022-12-26,minyak,19250.0
2022-12-26,telur,31213.235294117647
2022-12-27,beras,12583.823529411764
2022-12-27,gula,15066.176470588236
2022-12-27,minyak,19223.529411764706
2022-12-27,telur,31129.41176470588
2022-12-28,beras,12616.176470588236
2022-12-28,gula,15061.764705882353
2022-12-28,minyak,19233.823529411766
2022-12-28,telur,31067.647058823528
2022-12-29,beras,12614.70588235294
2022-12-29,gula,15047.058823529413
2022-12-29,minyak,19230.882352941175
2022-12-29,telur,31027.941176470587
2022-12-30,beras,12619.117647058823
2022-12-30,gula,15033.823529411764
2022-12-30,minyak,19235.29411764706
2022-12-30,telur,31004.41176470588
2022-12-31,beras,12619.117647058823
2022-12-31,gula,15033.823529411764
2022-12-31,minyak,19235.29411764706
2022-12-31,telur,31004.41176470588
2023-01-01,beras,12619.117647058823
2023-01-01,gula,15033.823529411764
2023-01-01,minyak,19235.29411764706
2023-01-01,telur,31004.41176470588
2023-01-02,beras,12639.70588235294
2023-01-02,gula,15057.35294117647
2023-01-02,minyak,19227.941176470587
2023-01-02,telur,30816.176470588234
2023-01-03,beras,12647.058823529413
2023-01-03,gula,15052.941176470587
2023-01-03,minyak,19232.352941176472
2023-01-03,telur,30766.176470588234
2023-01-04,beras,12638.235294117647
2023-01-04,gula,15042.64705882353
2023-01-04,minyak,19297.058823529413
2023-01-04,telur,30645.58823529412
2023-01-05,beras,12660.29411764706
2023-01-05,gula,15054.411764705883
2023-01-05,minyak,19264.70588235294
2023-01-05,telur,30635.29411764706
2023-01-06,beras,12683.823529411764
2023-01-06,gula,15057.35294117647
2023-01-06,minyak,19244.117647058825
2023-01-06,telur,30714.70588235294
2023-01-07,beras,12683.823529411764
2023-01-07,gula,15057.35294117647
2023-01-07,minyak,19244.117647058825
2023-01-07,telur,30714.70588235294
2023-01-08,beras,12683.823529411764
2023-01-08,gula,15057.35294117647
2023-01-08,minyak,19244.117647058825
2023-01-08,telur,30714.70588235294
2023-01-09,beras,12691.176470588236
2023-01-09,gula,15020.588235294117
2023-01-09,minyak,19269.117647058825
2023-01-09,telur,30586.764705882353
2023-01-10,beras,12722.058823529413
2023-01-10,gula,15036.764705882353
2023-01-10,minyak,19263.235294117647
2023-01-10,telur,30525.0
2023-01-11,beras,12736.764705882353
2023-01-11,gula,15042.64705882353
2023-01-11,minyak,19266.176470588234
2023-01-11,telur,30508.823529411766
2023-01-12,beras,12736.764705882353
2023-01-12,gula,15050.0
2023-01-12,minyak,19264.70588235294
2023-01-12,telur,30483.823529411766
2023-01-13,beras,12739.70588235294
2023-01-13,gula,15054.411764705883
2023-01-13,minyak,19279.41176470588
2023-01-13,telur,30466.176470588234
2023-01-14,beras,12739.70588235294
2023-01-14,gula,15054.411764705883
2023-01-14,minyak,19279.41176470588
2023-01-14,telur,30466.176470588234
2023-01-15,beras,12739.70588235294
2023-01-15,gula,15054.411764705883
2023-01-15,minyak,19279.41176470588
2023-01-15,telur,30466.176470588234
2023-01-16,beras,12764.70588235294
2023-01-16,gula,15064.70588235294
2023-01-16,minyak,19327.941176470587
2023-01-16,telur,30333.823529411766
2023-01-17,beras,12777.941176470587
2023-01-17,gula,15063.235294117647
2023-01-17,minyak,19358.823529411766
2023-01-17,telur,30286.764705882353
2023-01-18,beras,12794.117647058823
2023-01-18,gula,15066.176470588236
2023-01-18,minyak,19350.0
2023-01-18,telur,30207.352941176472
2023-01-19,beras,12782.35294117647
2023-01-19,gula,15063.235294117647
2023-01-19,minyak,19369.117647058825
2023-01-19,telur,30225.0
2023-01-20,beras,12805.882352941177
2023-01-20,gula,15055.882352941177
2023-01-20,minyak,19379.41176470588
2023-01-20,telur,30170.58823529412
2023-01-21,beras,12805.882352941177
2023-01-21,gula,15055.882352941177
2023-01-21,minyak,19379.41176470588
2023-01-21,telur,30170.58823529412
2023-01-22,beras,12805.882352941177
2023-01-22,gula,15055.882352941177
2023-01-22,minyak,19379.41176470588
2023-01-22,telur,30170.58823529412
2023-01-23,beras,12833.333333333334
2023-01-23,gula,15025.757575757576
2023-01-23,minyak,19304.545454545456
2023-01-23,telur,29974.242424242424
2023-01-24,beras,12825.0
2023-01-24,gula,15057.35294117647
2023-01-24,minyak,19385.29411764706
2023-01-24,telur,30092.647058823528
2023-01-25,beras,12841.176470588236
2023-01-25,gula,15060.29411764706
2023-01-25,minyak,19398.529411764706
2023-01-25,telur,30060.29411764706
2023-01-26,beras,12854.411764705883
2023-01-26,gula,15067.64705882353
2023-01-26,minyak,19417.647058823528
2023-01-26,telur,30063.235294117647
2023-01-27,beras,12861.764705882353
2023-01-27,gula,15061.764705882353
2023-01-27,minyak,19411.764705882353
2023-01-27,telur,30042.647058823528
2023-01-28,beras,12861.764705882353
2023-01-28,gula,15061.764705882353
2023-01-28,minyak,19411.764705882353
2023-01-28,telur,30042.647058823528
2023-01-29,beras,12861.764705882353
2023-01-29,gula,15061.764705882353
2023-01-29,minyak,19411.764705882353
2023-01-29,telur,30042.647058823528
2023-01-30,beras,12885.29411764706
2023-01-30,gula,15067.64705882353
2023-01-30,minyak,19442.647058823528
2023-01-30,telur,29860.29411764706
2023-01-31,beras,12900.0
2023-01-31,gula,15063.235294117647
2023-01-31,minyak,19438.235294117647
2023-01-31,telur,29826.470588235294
2023-02-01,beras,12914.70588235294
2023-02-01,gula,15063.235294117647
2023-02-01,minyak,19430.882352941175
2023-02-01,telur,29729.41176470588
2023-02-02,beras,12929.411764705883
2023-02-02,gula,15063.235294117647
2023-02-02,minyak,19388.235294117647
2023-02-02,telur,29702.941176470587
2023-02-03,beras,12939.70588235294
2023-02-03,gula,15070.588235294117
2023-02-03,minyak,19401.470588235294
2023-02-03,telur,29645.58823529412
2023-02-04,beras,12939.70588235294
2023-02-04,gula,15070.588235294117
2023-02-04,minyak,19401.470588235294
2023-02-04,telur,29645.58823529412
2023-02-05,beras,12939.70588235294
2023-02-05,gula,15070.588235294117
2023-02-05,minyak,19401.470588235294
2023-02-05,telur,29645.58823529412
2023-02-06,beras,12979.411764705883
2023-02-06,gula,15080.882352941177
2023-02-06,minyak,19420.58823529412
2023-02-06,telur,29498.529411764706
2023-02-07,beras,12986.764705882353
2023-02-07,gula,15083.823529411764
2023-02-07,minyak,19425.0
2023-02-07,telur,29445.58823529412
2023-02-08,beras,13025.0
2023-02-08,gula,15083.823529411764
2023-02-08,minyak,19407.352941176472
2023-02-08,telur,29400.0
2023-02-09,beras,13030.882352941177
2023-02-09,gula,15083.823529411764
2023-02-09,minyak,19400.0
2023-02-09,telur,29388.235294117647
2023-02-10,beras,13060.29411764706
2023-02-10,gula,15088.235294117647
2023-02-10,minyak,19419.117647058825
2023-02-10,telur,29376.470588235294
2023-02-11,beras,13060.29411764706
2023-02-11,gula,15088.235294117647
2023-02-11,minyak,19419.117647058825
2023-02-11,telur,29376.470588235294
2023-02-12,beras,13060.29411764706
2023-02-12,gula,15088.235294117647
2023-02-12,minyak,19419.117647058825
2023-02-12,telur,29376.470588235294
2023-02-13,beras,13075.0
2023-02-13,gula,15082.35294117647
2023-02-13,minyak,19444.117647058825
2023-02-13,telur,29363.235294117647
2023-02-14,beras,13105.882352941177
2023-02-14,gula,15083.823529411764
2023-02-14,minyak,19432.352941176472
2023-02-14,telur,29300.0
2023-02-15,beras,13117.64705882353
2023-02-15,gula,15082.35294117647
2023-02-15,minyak,19385.29411764706
2023-02-15,telur,29273.529411764706
2023-02-16,beras,13122.058823529413
2023-02-16,gula,15079.411764705883
2023-02-16,minyak,19388.235294117647
2023-02-16,telur,29238.235294117647
2023-02-17,beras,13136.764705882353
2023-02-17,gula,15080.882352941177
2023-02-17,minyak,19405.882352941175
2023-02-17,telur,29216.176470588234
2023-02-20,beras,13176.470588235294
2023-02-20,gula,15088.235294117647
2023-02-20,minyak,19407.352941176472
2023-02-20,telur,29038.235294117647
2023-02-21,beras,13189.70588235294
2023-02-21,gula,15089.70588235294
2023-02-21,minyak,19408.823529411766
2023-02-21,telur,28958.823529411766
2023-02-22,beras,13204.411764705883
2023-02-22,gula,15092.64705882353
2023-02-22,minyak,19416.176470588234
2023-02-22,telur,28873.529411764706
2023-02-23,beras,13205.882352941177
2023-02-23,gula,15092.64705882353
2023-02-23,minyak,19411.764705882353
2023-02-23,telur,28841.176470588234
2023-02-24,beras,13226.470588235294
2023-02-24,gula,15107.35294117647
2023-02-24,minyak,19404.41176470588
2023-02-24,telur,28783.823529411766
2023-02-27,beras,13191.176470588236
2023-02-27,gula,15108.823529411764
2023-02-27,minyak,19410.29411764706
2023-02-27,telur,28657.352941176472
2023-02-28,beras,13202.941176470587
2023-02-28,gula,15110.29411764706
2023-02-28,minyak,19407.352941176472
2023-02-28,telur,28595.58823529412
2023-03-01,beras,13195.588235294117
2023-03-01,gula,15102.941176470587
2023-03-01,minyak,19413.235294117647
2023-03-01,telur,28530.882352941175
2023-03-02,beras,13185.29411764706
2023-03-02,gula,15105.882352941177
2023-03-02,minyak,19423.529411764706
2023-03-02,telur,28477.941176470587
2023-03-03,beras,13191.176470588236
2023-03-03,gula,15107.35294117647
2023-03-03,minyak,19422.058823529413
2023-03-03,telur,28447.058823529413
2023-03-04,beras,13191.176470588236
2023-03-04,gula,15107.35294117647
2023-03-04,minyak,19422.058823529413
2023-03-04,telur,28447.058823529413
2023-03-05,beras,13191.176470588236
2023-03-05,gula,15107.35294117647
2023-03-05,minyak,19422.058823529413
2023-03-05,telur,28447.058823529413
2023-03-06,beras,13220.588235294117
2023-03-06,gula,15113.235294117647
2023-03-06,minyak,19458.823529411766
2023-03-06,telur,28451.470588235294
2023-03-07,beras,13220.588235294117
2023-03-07,gula,15111.764705882353
2023-03-07,minyak,19455.882352941175
2023-03-07,telur,28517.647058823528
2023-03-08,beras,13225.0
2023-03-08,gula,15105.882352941177
2023-03-08,minyak,19458.823529411766
2023-03-08,telur,28511.764705882353
2023-03-09,beras,13230.882352941177
2023-03-09,gula,15098.529411764706
2023-03-09,minyak,19442.647058823528
2023-03-09,telur,28630.882352941175
2023-03-10,beras,13238.235294117647
2023-03-10,gula,15104.411764705883
2023-03-10,minyak,19441.176470588234
2023-03-10,telur,28614.70588235294
2023-03-11,beras,13238.235294117647
2023-03-11,gula,15104.411764705883
2023-03-11,minyak,19441.176470588234
2023-03-11,telur,28614.70588235294
2023-03-12,beras,13238.235294117647
2023-03-12,gula,15104.411764705883
2023-03-12,minyak,19441.176470588234
2023-03-12,telur,28614.70588235294
2023-03-13,beras,13250.0
2023-03-13,gula,15107.35294117647
2023-03-13,minyak,19460.29411764706
2023-03-13,telur,28844.117647058825
2023-03-14,beras,13276.470588235294
2023-03-14,gula,15104.411764705883
2023-03-14,minyak,19477.941176470587
2023-03-14,telur,28989.70588235294
2023-03-15,beras,13277.941176470587
2023-03-15,gula,15105.882352941177
2023-03-15,minyak,19502.941176470587
2023-03-15,telur,29272.058823529413
2023-03-16,beras,13298.529411764706
2023-03-16,gula,15101.470588235294
2023-03-16,minyak,19555.882352941175
2023-03-16,telur,29557.352941176472
2023-03-17,beras,13307.35294117647
2023-03-17,gula,15100.0
2023-03-17,minyak,19550.0
2023-03-17,telur,29647.058823529413
2023-03-18,beras,13307.35294117647
2023-03-18,gula,15100.0
2023-03-18,minyak,19550.0
2023-03-18,telur,29647.058823529413
2023-03-20,beras,13332.35294117647
2023-03-20,gula,15105.882352941177
2023-03-20,minyak,19547.058823529413
2023-03-20,telur,30007.352941176472
2023-03-21,beras,13342.64705882353
2023-03-21,gula,15104.411764705883
2023-03-21,minyak,19550.0
2023-03-21,telur,30150.0
2023-03-22,beras,13200.0
2023-03-22,gula,15046.551724137931
2023-03-22,minyak,19441.379310344826
2023-03-22,telur,30034.48275862069
2023-03-23,beras,13251.666666666666
2023-03-23,gula,15060.0
2023-03-23,minyak,19471.666666666668
2023-03-23,telur,30080.0
2023-03-24,beras,13363.235294117647
2023-03-24,gula,15108.823529411764
2023-03-24,minyak,19545.58823529412
2023-03-24,telur,30273.529411764706
2023-03-27,beras,13377.941176470587
2023-03-27,gula,15126.470588235294
2023-03-27,minyak,19500.0
2023-03-27,telur,30226.470588235294
2023-03-28,beras,13385.29411764706
2023-03-28,gula,15127.941176470587
2023-03-28,minyak,19502.941176470587
2023-03-28,telur,30219.117647058825
2023-03-29,beras,13392.64705882353
2023-03-29,gula,15132.35294117647
2023-03-29,minyak,19498.529411764706
2023-03-29,telur,30220.58823529412
2023-03-30,beras,13413.235294117647
2023-03-30,gula,15136.764705882353
2023-03-30,minyak,19494.117647058825
2023-03-30,telur,30167.647058823528
2023-03-31,beras,13405.882352941177
2023-03-31,gula,15130.882352941177
2023-03-31,minyak,19491.176470588234
2023-03-31,telur,30197.058823529413
2023-04-01,beras,13405.882352941177
2023-04-01,gula,15130.882352941177
2023-04-01,minyak,19491.176470588234
2023-04-01,telur,30197.058823529413
2023-04-02,beras,13405.882352941177
2023-04-02,gula,15130.882352941177
2023-04-02,minyak,19491.176470588234
2023-04-02,telur,30197.058823529413
2023-04-03,beras,13404.411764705883
2023-04-03,gula,15111.764705882353
2023-04-03,minyak,19455.882352941175
2023-04-03,telur,30004.41176470588
2023-04-04,beras,13402.941176470587
2023-04-04,gula,15116.176470588236
2023-04-04,minyak,19460.29411764706
2023-04-04,telur,30014.70588235294
2023-04-05,beras,13404.411764705883
2023-04-05,gula,15117.64705882353
2023-04-05,minyak,19430.882352941175
2023-04-05,telur,30001.470588235294
2023-04-06,beras,13397.058823529413
2023-04-06,gula,15119.117647058823
2023-04-06,minyak,19441.176470588234
2023-04-06,telur,29986.764705882353
2023-04-07,beras,13226.0
2023-04-07,gula,15086.0
2023-04-07,minyak,19610.0
2023-04-07,telur,29904.0
2023-04-08,beras,13226.0
2023-04-08,gula,15086.0
2023-04-08,minyak,19610.0
2023-04-08,telur,29904.0
2023-04-09,beras,13226.0
2023-04-09,gula,15086.0
2023-04-09,minyak,19610.0
2023-04-09,telur,29904.0
2023-04-10,beras,13411.764705882353
2023-04-10,gula,15136.764705882353
2023-04-10,minyak,19470.58823529412
2023-04-10,telur,29908.823529411766
2023-04-11,beras,13408.823529411764
2023-04-11,gula,15136.764705882353
2023-04-11,minyak,19475.0
2023-04-11,telur,29841.176470588234
2023-04-12,beras,13433.823529411764
2023-04-12,gula,15144.117647058823
2023-04-12,minyak,19470.58823529412
2023-04-12,telur,29783.823529411766
2023-04-13,beras,13408.823529411764
2023-04-13,gula,15145.588235294117
2023-04-13,minyak,19467.647058823528
2023-04-13,telur,29807.352941176472
2023-04-14,beras,13411.764705882353
2023-04-14,gula,15144.117647058823
2023-04-14,minyak,19460.29411764706
2023-04-14,telur,29783.823529411766
2023-04-15,beras,13411.764705882353
2023-04-15,gula,15144.117647058823
2023-04-15,minyak,19460.29411764706
2023-04-15,telur,29783.823529411766
2023-04-17,beras,13413.235294117647
2023-04-17,gula,15144.117647058823
2023-04-17,minyak,19486.764705882353
2023-04-17,telur,29892.647058823528
2023-04-18,beras,13420.588235294117
2023-04-18,gula,15142.64705882353
2023-04-18,minyak,19482.352941176472
2023-04-18,telur,29995.58823529412
2023-04-19,beras,13400.0
2023-04-19,gula,15179.310344827587
2023-04-19,minyak,19579.310344827587
2023-04-19,telur,30134.48275862069
2023-04-20,beras,13400.0
2023-04-20,gula,15179.310344827587
2023-04-20,minyak,19517.241379310344
2023-04-20,telur,30136.206896551725
2023-04-21,beras,13406.896551724138
2023-04-21,gula,15191.379310344828
2023-04-21,minyak,19589.655172413793
2023-04-21,telur,30158.620689655174
2023-04-22,beras,12350.0
2023-04-22,gula,14300.0
2023-04-22,minyak,18250.0
2023-04-22,telur,27700.0
2023-04-23,beras,12350.0
2023-04-23,gula,14300.0
2023-04-23,minyak,18250.0
2023-04-23,telur,27700.0
2023-04-24,beras,13405.172413793103
2023-04-24,gula,15179.310344827587
2023-04-24,minyak,19577.58620689655
2023-04-24,telur,30110.344827586207
2023-04-25,beras,13406.896551724138
2023-04-25,gula,15167.241379310344
2023-04-25,minyak,19581.03448275862
2023-04-25,telur,30108.620689655174
2023-04-26,beras,13408.823529411764
2023-04-26,gula,15139.70588235294
2023-04-26,minyak,19476.470588235294
2023-04-26,telur,30075.0
2023-04-27,beras,13413.235294117647
2023-04-27,gula,15136.764705882353
2023-04-27,minyak,19467.647058823528
2023-04-27,telur,30057.352941176472
2023-04-28,beras,13419.117647058823
2023-04-28,gula,15138.235294117647
2023-04-28,minyak,19475.0
2023-04-28,telur,30061.764705882353
2023-04-29,beras,13419.117647058823
2023-04-29,gula,15138.235294117647
2023-04-29,minyak,19475.0
2023-04-29,telur,30061.764705882353
2023-04-30,beras,13419.117647058823
2023-04-30,gula,15138.235294117647
2023-04-30,minyak,19475.0
2023-04-30,telur,30061.764705882353
2023-05-01,beras,12785.29411764706
2023-05-01,gula,15082.35294117647
2023-05-01,minyak,19688.235294117647
2023-05-01,telur,29585.29411764706
2023-05-02,beras,13411.764705882353
2023-05-02,gula,15139.70588235294
2023-05-02,minyak,19458.823529411766
2023-05-02,telur,29895.58823529412
2023-05-03,beras,13413.235294117647
2023-05-03,gula,15148.529411764706
2023-05-03,minyak,19466.176470588234
2023-05-03,telur,29872.058823529413
2023-05-04,beras,13414.70588235294
2023-05-04,gula,15155.882352941177
2023-05-04,minyak,19463.235294117647
2023-05-04,telur,29905.882352941175
2023-05-05,beras,13416.176470588236
2023-05-05,gula,15155.882352941177
2023-05-05,minyak,19457.352941176472
2023-05-05,telur,29933.823529411766
2023-05-06,beras,13416.176470588236
2023-05-06,gula,15155.882352941177
2023-05-06,minyak,19457.352941176472
2023-05-06,telur,29933.823529411766
2023-05-07,beras,13416.176470588236
2023-05-07,gula,15155.882352941177
2023-05-07,minyak,19457.352941176472
2023-05-07,telur,29933.823529411766
2023-05-08,beras,13411.764705882353
2023-05-08,gula,15148.529411764706
2023-05-08,minyak,19454.41176470588
2023-05-08,telur,30208.823529411766
2023-05-09,beras,13411.764705882353
2023-05-09,gula,15186.764705882353
2023-05-09,minyak,19444.117647058825
2023-05-09,telur,30283.823529411766
2023-05-10,beras,13380.882352941177
2023-05-10,gula,15182.35294117647
2023-05-10,minyak,19448.529411764706
2023-05-10,telur,30333.823529411766
2023-05-11,beras,13426.470588235294
2023-05-11,gula,15192.64705882353
2023-05-11,minyak,19445.58823529412
2023-05-11,telur,30463.235294117647
2023-05-12,beras,13426.470588235294
2023-05-12,gula,15192.64705882353
2023-05-12,minyak,19442.647058823528
2023-05-12,telur,30680.882352941175
2023-05-13,beras,13426.470588235294
2023-05-13,gula,15192.64705882353
2023-05-13,minyak,19442.647058823528
2023-05-13,telur,30680.882352941175
2023-05-14,beras,13426.470588235294
2023-05-14,gula,15192.64705882353
2023-05-14,minyak,19442.647058823528
2023-05-14,telur,30680.882352941175
2023-05-15,beras,13439.70588235294
2023-05-15,gula,15180.882352941177
2023-05-15,minyak,19427.941176470587
2023-05-15,telur,31172.058823529413
2023-05-16,beras,13444.117647058823
2023-05-16,gula,15188.235294117647
2023-05-16,minyak,19433.823529411766
2023-05-16,telur,31298.529411764706
2023-05-17,beras,13439.70588235294
2023-05-17,gula,15198.529411764706
2023-05-17,minyak,19436.764705882353
2023-05-17,telur,31469.117647058825
2023-05-18,beras,13448.387096774193
2023-05-18,gula,15164.516129032258
2023-05-18,minyak,19498.387096774193
2023-05-18,telur,31408.064516129034
2023-05-19,beras,13444.117647058823
2023-05-19,gula,15207.35294117647
2023-05-19,minyak,19450.0
2023-05-19,telur,31623.529411764706
2023-05-22,beras,13460.29411764706
2023-05-22,gula,15238.235294117647
2023-05-22,minyak,19444.117647058825
2023-05-22,telur,31791.176470588234
2023-05-23,beras,13467.64705882353
2023-05-23,gula,15247.058823529413
2023-05-23,minyak,19444.117647058825
2023-05-23,telur,31873.529411764706
2023-05-24,beras,13467.64705882353
2023-05-24,gula,15254.411764705883
2023-05-24,minyak,19464.70588235294
2023-05-24,telur,31880.882352941175
2023-05-25,beras,13477.941176470587
2023-05-25,gula,15255.882352941177
2023-05-25,minyak,19455.882352941175
2023-05-25,telur,31879.41176470588
2023-05-26,beras,13486.764705882353
2023-05-26,gula,15258.823529411764
2023-05-26,minyak,19482.352941176472
2023-05-26,telur,31901.470588235294
2023-05-27,beras,13486.764705882353
2023-05-27,gula,15258.823529411764
2023-05-27,minyak,19482.352941176472
2023-05-27,telur,31901.470588235294
2023-05-28,beras,13486.764705882353
2023-05-28,gula,15258.823529411764
2023-05-28,minyak,19482.352941176472
2023-05-28,telur,31901.470588235294
2023-05-29,beras,13492.64705882353
2023-05-29,gula,15250.0
2023-05-29,minyak,19475.0
2023-05-29,telur,31930.882352941175
2023-05-30,beras,13501.470588235294
2023-05-30,gula,15254.411764705883
2023-05-30,minyak,19491.176470588234
2023-05-30,telur,31922.058823529413
2023-05-31,beras,13514.70588235294
2023-05-31,gula,15273.529411764706
2023-05-31,minyak,19469.117647058825
2023-05-31,telur,31889.70588235294
2023-06-01,beras,13534.375
2023-06-01,gula,15301.5625
2023-06-01,minyak,19585.9375
2023-06-01,telur,32034.375
2023-06-02,beras,13510.9375
2023-06-02,gula,15285.9375
2023-06-02,minyak,19518.75
2023-06-02,telur,31951.5625
2023-06-03,beras,13510.9375
2023-06-03,gula,15285.9375
2023-06-03,minyak,19518.75
2023-06-03,telur,31951.5625
2023-06-04,beras,13510.9375
2023-06-04,gula,15285.9375
2023-06-04,minyak,19518.75
2023-06-04,telur,31951.5625
2023-06-05,beras,13517.64705882353
2023-06-05,gula,15285.29411764706
2023-06-05,minyak,19458.823529411766
2023-06-05,telur,31847.058823529413
2023-06-06,beras,13508.823529411764
2023-06-06,gula,15294.117647058823
2023-06-06,minyak,19450.0
2023-06-06,telur,31873.529411764706
2023-06-07,beras,13519.117647058823
2023-06-07,gula,15305.882352941177
2023-06-07,minyak,19447.058823529413
2023-06-07,telur,31900.0
2023-06-08,beras,13522.058823529413
2023-06-08,gula,15316.176470588236
2023-06-08,minyak,19425.0
2023-06-08,telur,31900.0
2023-06-09,beras,13519.117647058823
2023-06-09,gula,15313.235294117647
2023-06-09,minyak,19417.647058823528
2023-06-09,telur,31863.235294117647
2023-06-10,beras,14100.0
2023-06-10,gula,14750.0
2023-06-10,minyak,19400.0
2023-06-10,telur,32000.0
2023-06-11,beras,14100.0
2023-06-11,gula,14750.0
2023-06-11,minyak,19400.0
2023-06-11,telur,32000.0
2023-06-12,beras,13523.529411764706
2023-06-12,gula,15319.117647058823
2023-06-12,minyak,19400.0
2023-06-12,telur,31764.70588235294
2023-06-13,beras,13520.588235294117
2023-06-13,gula,15313.235294117647
2023-06-13,minyak,19389.70588235294
2023-06-13,telur,31751.470588235294
2023-06-14,beras,13523.529411764706
2023-06-14,gula,15310.29411764706
2023-06-14,minyak,19388.235294117647
2023-06-14,telur,31723.529411764706
2023-06-15,beras,13519.117647058823
2023-06-15,gula,15313.235294117647
2023-06-15,minyak,19364.70588235294
2023-06-15,telur,31710.29411764706
2023-06-16,beras,13519.117647058823
2023-06-16,gula,15317.64705882353
2023-06-16,minyak,19354.41176470588
2023-06-16,telur,31704.41176470588
2023-06-17,beras,13519.117647058823
2023-06-17,gula,15317.64705882353
2023-06-17,minyak,19354.41176470588
2023-06-17,telur,31704.41176470588
2023-06-19,beras,13529.411764705883
2023-06-19,gula,15326.470588235294
2023-06-19,minyak,19311.764705882353
2023-06-19,telur,31667.647058823528
2023-06-20,beras,13527.941176470587
2023-06-20,gula,15319.117647058823
2023-06-20,minyak,19295.58823529412
2023-06-20,telur,31632.352941176472
2023-06-21,beras,13533.823529411764
2023-06-21,gula,15319.117647058823
2023-06-21,minyak,19285.29411764706
2023-06-21,telur,31611.764705882353
2023-06-22,beras,13535.29411764706
2023-06-22,gula,15322.058823529413
2023-06-22,minyak,19276.470588235294
2023-06-22,telur,31567.647058823528
2023-06-23,beras,13536.764705882353
2023-06-23,gula,15320.588235294117
2023-06-23,minyak,19273.529411764706
2023-06-23,telur,31560.29411764706
2023-06-26,beras,13541.176470588236
2023-06-26,gula,15320.588235294117
2023-06-26,minyak,19272.058823529413
2023-06-26,telur,31688.235294117647
2023-06-27,beras,13541.176470588236
2023-06-27,gula,15322.058823529413
2023-06-27,minyak,19266.176470588234
2023-06-27,telur,31704.41176470588
2023-06-28,beras,13562.5
2023-06-28,gula,15364.0625
2023-06-28,minyak,19357.8125
2023-06-28,telur,31875.0
2023-06-29,beras,13576.5625
2023-06-29,gula,15376.5625
2023-06-29,minyak,19343.75
2023-06-29,telur,31950.0
2023-06-30,beras,13632.8125
2023-06-30,gula,15364.0625
2023-06-30,minyak,19359.375
2023-06-30,telur,31870.3125
2023-07-01,beras,13632.8125
2023-07-01,gula,15364.0625
2023-07-01,minyak,19359.375
2023-07-01,telur,31870.3125
2023-07-02,beras,13632.8125
2023-07-02,gula,15364.0625
2023-07-02,minyak,19359.375
2023-07-02,telur,31870.3125
2023-07-03,beras,13539.70588235294
2023-07-03,gula,15313.235294117647
2023-07-03,minyak,19242.647058823528
2023-07-03,telur,31741.176470588234
2023-07-04,beras,13544.117647058823
2023-07-04,gula,15280.882352941177
2023-07-04,minyak,19214.70588235294
2023-07-04,telur,31745.58823529412
2023-07-05,beras,13547.058823529413
2023-07-05,gula,15314.70588235294
2023-07-05,minyak,19213.235294117647
2023-07-05,telur,31726.470588235294
2023-07-06,beras,13544.117647058823
2023-07-06,gula,15317.64705882353
2023-07-06,minyak,19217.647058823528
2023-07-06,telur,31748.529411764706
2023-07-07,beras,13542.64705882353
2023-07-07,gula,15320.588235294117
2023-07-07,minyak,19223.529411764706
2023-07-07,telur,31764.70588235294
2023-07-08,beras,13542.64705882353
2023-07-08,gula,15320.588235294117
2023-07-08,minyak,19223.529411764706
2023-07-08,telur,31764.70588235294
2023-07-09,beras,13542.64705882353
2023-07-09,gula,15320.588235294117
2023-07-09,minyak,19223.529411764706
2023-07-09,telur,31764.70588235294
2023-07-10,beras,13545.588235294117
2023-07-10,gula,15326.470588235294
2023-07-10,minyak,19236.764705882353
2023-07-10,telur,31757.352941176472
2023-07-11,beras,13544.117647058823
2023-07-11,gula,15330.882352941177
2023-07-11,minyak,19223.529411764706
2023-07-11,telur,31836.764705882353
2023-07-12,beras,13548.529411764706
2023-07-12,gula,15329.411764705883
2023-07-12,minyak,19219.117647058825
2023-07-12,telur,31883.823529411766
2023-07-13,beras,13551.470588235294
2023-07-13,gula,15338.235294117647
2023-07-13,minyak,19222.058823529413
2023-07-13,telur,31901.470588235294
2023-07-14,beras,13527.272727272728
2023-07-14,gula,15350.0
2023-07-14,minyak,19222.727272727272
2023-07-14,telur,31874.242424242424
2023-07-17,beras,13527.272727272728
2023-07-17,gula,15362.121212121212
2023-07-17,minyak,19193.939393939392
2023-07-17,telur,31915.151515151516
2023-07-18,beras,13547.058823529413
2023-07-18,gula,15347.058823529413
2023-07-18,minyak,19195.58823529412
2023-07-18,telur,31935.29411764706
2023-07-19,beras,13426.785714285714
